orders
order_ID,employee_ID,customer_ID,total_price,order_date
'62619dd8-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619dd9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619dda-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ddb-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-6'
'62619ddc-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ddd-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619dde-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ddf-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619de0-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619de1-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-6'
'62619de2-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619de3-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619de4-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619de5-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619de6-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619de7-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619de8-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619de9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619dea-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619deb-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619dec-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ded-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-6'
'62619dee-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619def-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619df0-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619df1-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619df2-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619df3-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619df4-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619df5-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619df6-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619df7-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619df8-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619df9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619dfa-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619dfb-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-6'
'62619dfc-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619dfd-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619dfe-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619dff-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-6'
'62619e00-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e01-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e02-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e03-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e04-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e05-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e06-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e07-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e08-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e09-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e0a-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e0b-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-6'
'62619e0c-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e0d-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-6'
'62619e0e-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e0f-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e10-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e11-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e12-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e13-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e14-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e15-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e16-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e17-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e18-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e19-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e1a-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e1b-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e1c-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e1d-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-6'
'62619e1e-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e1f-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e20-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e21-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e22-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e23-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-6'
'62619e24-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e25-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e26-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e27-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-6'
'62619e28-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e29-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-6'
'62619e2a-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e2b-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e2c-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e2d-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e2e-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e2f-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e30-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e31-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e32-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e33-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e34-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e35-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e36-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e37-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e38-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e39-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e3a-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e3b-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e3c-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e3d-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e3e-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e3f-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e40-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e41-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e42-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e43-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e44-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e45-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e46-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e47-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e48-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e49-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e4a-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e4b-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e4c-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e4d-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e4e-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e4f-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619e50-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e51-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e52-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e53-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e54-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e55-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e56-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e57-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e58-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e59-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e5a-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e5b-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e5c-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e5d-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e5e-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e5f-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e60-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e61-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e62-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e63-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619e64-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e65-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e66-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e67-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e68-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e69-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e6a-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e6b-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619e6c-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e6d-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e6e-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e6f-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e70-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e71-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e72-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e73-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e74-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e75-4436-11ed-97a8-698b2ad48b41',10.47,'2022-10-7'
'62619e76-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e77-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e78-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e79-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e7a-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e7b-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e7c-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e7d-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619e7e-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e7f-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e80-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e81-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e82-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e83-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619e84-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e85-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e86-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e87-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e88-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e89-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e8a-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e8b-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e8c-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e8d-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e8e-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e8f-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e90-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e91-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e92-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e93-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e94-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e95-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e96-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e97-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619e98-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619e99-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e9a-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619e9b-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e9c-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e9d-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619e9e-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619e9f-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ea0-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ea1-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ea2-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619ea3-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ea4-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ea5-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ea6-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ea7-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ea8-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ea9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eaa-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619eab-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eac-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619ead-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eae-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619eaf-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eb0-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619eb1-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619eb2-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619eb3-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eb4-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619eb5-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eb6-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619eb7-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619eb8-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619eb9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eba-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ebb-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619ebc-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ebd-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ebe-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ebf-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ec0-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ec1-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ec2-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ec3-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ec4-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ec5-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ec6-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ec7-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ec8-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619ec9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eca-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ecb-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ecc-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ecd-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ece-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ecf-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ed0-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ed1-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ed2-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619ed3-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ed4-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619ed5-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619ed6-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ed7-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ed8-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ed9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eda-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619edb-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619edc-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619edd-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ede-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619edf-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619ee0-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ee1-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ee2-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ee3-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ee4-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ee5-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619ee6-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ee7-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619ee8-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619ee9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eea-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619eeb-4436-11ed-97a8-698b2ad48b41',8.48,'2022-10-7'
'62619eec-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619eed-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619eee-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619eef-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619ef0-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ef1-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619ef2-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ef3-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ef4-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619ef5-4436-11ed-97a8-698b2ad48b41',10.08,'2022-10-7'
'62619ef6-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619ef7-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619ef8-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619ef9-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619efa-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619efb-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619efc-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619efd-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619efe-4436-11ed-97a8-698b2ad48b41','6258ebd3-4436-11ed-97a8-698b2ad48b41','62619eff-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619f00-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619f01-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619f02-4436-11ed-97a8-698b2ad48b41','6258ebd4-4436-11ed-97a8-698b2ad48b41','62619f03-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
'62619f04-4436-11ed-97a8-698b2ad48b41','6258ebd5-4436-11ed-97a8-698b2ad48b41','62619f05-4436-11ed-97a8-698b2ad48b41',8.09,'2022-10-7'
